latitude,longitude,altitude,geometry,coordinates,@id,name,ref:FFVL,free_flying:hanggliding,free_flying:paragliding,free_flying:site,leisure,sport,surface,type,website,landuse,note,access,ele,free_flying:official,free_flying:site_orientation,lit,network,operator,ref,source,free_flying:tandem,free_flying:network,natural,alt_name,wheelchair,building,building:levels,free_flying:retail,free_flying:school,club,phone,free_flying:rigid,area,aircraft,contact:website,source:date,free_flying:guest-guidelines,free_flying:no-flight-time,description,intermittent,inscription,fixme,crop,free_flying:ground_handling,name:en,free_flying,free_flying:orientation,free_flying:club,orientation,covered,fee,indoor,source:website,aeroway,mapillary,aircraft:type,aircraft:type2,length,width,abandoned:leisure,official_name,local_ref,free_flying:shop,shop,opening_hours:signed,description:it,operator:website,tourism,addr:city,addr:housenumber,addr:postcode,addr:street,opening_hours,fixme2,board_type,check_date,information,communication:radio,frequency,height,man_made,tower:construction,tower:type,contact:webcam,display:digital,monitoring:weather,recording:automated,recording:remote,weather:anemometer,weather:thermometer,weather:wind_vane,amenity,email,fax,free_flying:repair,ref:FR:SIRET,contact:facebook
,,,Polygon,"5.6431371,43.5291474,5.643062,43.5287429,5.6441992,43.5286145,5.6441724,43.528704,5.6439418,43.5289373,5.6431371,43.5291474",way/908214162,,,,,landing,,free_flying,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"5.6425296,43.529301,5.6420964,43.5293535,5.6419516,43.5292679,5.6420588,43.528704,5.6422627,43.5283267,5.6425041,43.5282022,5.6427079,43.5282139,5.6426167,43.5285017,5.6425296,43.529301",way/908214163,,,,,landing,,free_flying,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.2464858,45.8565672,6.2462185,45.8563635,6.2465677,45.8561412,6.246835,45.856345,6.2467884,45.8563822,6.2467233,45.8564471,6.2465342,45.8565466,6.2464858,45.8565672",way/913472689,Décollage du Col des Frêtes,,,yes,takeoff,pitch,free_flying,,,,,,,,,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Col des Frêtes takeoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.2215655,45.7807937,6.2223454,45.7808543,6.2220265,45.7823151,6.2217181,45.7822512,6.2216822,45.7822428,6.22113,45.782128,6.2209828,45.782095,6.2209517,45.7820855,6.2215655,45.7807937",way/913480729,Atterrissage parapente FFVL de Doussard,74A033A,no,yes,landing,pitch,free_flying,grass,,,,,,460,yes,,,FFVL,,,,,,,,,,,,,,,no,,,,,,,,,,,,,Paragliding landing FFVL of Doussard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.2218192,45.7802598,6.2215655,45.7807937,6.2209517,45.7820855,6.2208967,45.7820688,6.2207853,45.7820251,6.2207066,45.7819863,6.2206147,45.781939,6.2205788,45.781921,6.2204702,45.7818537,6.2205825,45.7816643,6.2205905,45.7816405,6.2205973,45.7816087,6.2207025,45.7814726,6.2208474,45.7812762,6.2208684,45.7812285,6.2211304,45.7805099,6.2212144,45.7804495,6.2218192,45.7802598",way/913480730,Atterrissage deltaplane FFVL de Doussard,74A033A,yes,no,landing,pitch,free_flying,grass,,,,,,460,yes,,,FFVL,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,Hang gliding landing FFVL of Doussard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.2220265,45.7823151,6.2223454,45.7808543,6.2231192,45.7809151,6.2230778,45.7811452,6.2225975,45.7811536,6.2225807,45.7811569,6.2225781,45.7811677,6.2225875,45.781459,6.2225828,45.7814829,6.2225553,45.7814955,6.2225056,45.7814981,6.222458,45.7815082,6.2224104,45.7815203,6.2223628,45.7815366,6.2223306,45.7815638,6.2223152,45.7815834,6.2223152,45.7816124,6.2223293,45.7816652,6.2223528,45.7817036,6.2223789,45.7817387,6.2224084,45.7817644,6.2222596,45.7823634,6.2220265,45.7823151",way/913480732,,,,,packing,pitch,free_flying,grass,,,,,,460,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.2817867,45.8299752,6.2817742,45.8295392,6.2823703,45.8295309,6.2823828,45.829967,6.2817867,45.8299752",way/913488264,Décollage du Col du varo,,,yes,takeoff,pitch,free_flying,,,,,,,,,S;SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.2459576,45.813333,6.2459354,45.8132098,6.2459388,45.8131635,6.2459978,45.813056,6.2460802,45.8130682,6.2461768,45.8131748,6.2461171,45.8132332,6.2461024,45.8132953,6.2461057,45.813314,6.246048,45.8133212,6.2459576,45.813333",way/913504294,,,yes,,packing,pitch,free_flying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.2470961,45.8142775,6.2470841,45.8140441,6.2469426,45.8139894,6.2469694,45.8139441,6.247007,45.8139272,6.2470562,45.813919,6.2472329,45.8139162,6.2472517,45.8139431,6.2472245,45.8140198,6.2472202,45.8140368,6.2472209,45.8140499,6.2472242,45.8140632,6.2472282,45.8140812,6.2472319,45.814103,6.2472346,45.8141312,6.2472343,45.8141731,6.2472279,45.8142654,6.2470961,45.8142775",way/913504295,,,,yes,packing,pitch,free_flying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.2233204,45.8530925,6.2231407,45.853015,6.2232158,45.8529248,6.2232976,45.852958,6.2235249,45.8527184,6.2236255,45.8527758,6.2233204,45.8530925",way/913508005,,,,yes,packing,pitch,free_flying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.2135299,45.8493533,6.214438,45.8482082,6.2146711,45.8482917,6.2137328,45.8494471,6.2135299,45.8493533",way/913571526,Atterrissage parapente FFVL de Perroix,,,yes,packing,pitch,free_flying,grass,,,,,,540,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"7.1808012,45.1545669,7.1807021,45.1545295,7.1805817,45.1543847,7.1805074,45.1542499,7.1804791,45.1539979,7.1811197,45.1540553,7.1811976,45.1541501,7.1815055,45.1542175,7.1819514,45.1542724,7.1819585,45.1544147,7.1819797,45.1545819,7.1818559,45.1547042,7.1817495,45.1547523,7.1815483,45.1547357,7.1810869,45.1546184,7.1810586,45.1546421,7.1808684,45.1546493,7.1808012,45.1545669",way/918934916,Paragliding takeoff,,,,,pitch,free_flying,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"7.187683,45.1366904,7.1860893,45.1363692,7.1861393,45.13627,7.1878741,45.1362344,7.1877968,45.1364839,7.187683,45.1366904",way/918934951,Paragliding Landing,,,,,pitch,free_flying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"5.8641882,45.8110738,5.8641775,45.8110115,5.8643051,45.8110009,5.8643157,45.8110631,5.8641882,45.8110738",way/923528606,,,yes,,takeoff,piste,free_flying,,,,,,,,,,,,,,bing,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"7.4460668,44.974741,7.4447577,44.9742463,7.4448431,44.9740508,7.4454204,44.9742061,7.446388,44.974485,7.4460668,44.974741",way/926874104,Delta glider landing,,,,,pitch,free_flying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"7.4478338,44.980358,7.4476423,44.9802391,7.4473528,44.9800706,7.4480066,44.979476,7.4483428,44.9797271,7.4478338,44.980358",way/926874105,Paraglider landing,,,,,pitch,free_flying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"7.3314281,45.3655417,7.3312449,45.3650208,7.3316527,45.3649392,7.3318816,45.3648925,7.3319541,45.3650246,7.3315518,45.3651377,7.3317192,45.3654314,7.3314281,45.3655417",way/946637940,,,,yes,landing,pitch,free_flying,,,https://www.baratongaflyers.it,meadow,,,890,yes,,,FIVL,,,,,,,,,,,,,,,,,,,,,,Atterraggio Parapendio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"2.9897813,45.5357516,2.9896465,45.5356961,2.9896291,45.5355975,2.9896579,45.5355599,2.9898584,45.5355646,2.9899154,45.5356426,2.9898798,45.5357215,2.9897813,45.5357516",way/968276109,,,,,takeoff,,free_flying,,,,grass,,,,yes,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"2.9894292,45.5345806,2.9894748,45.5343345,2.9895593,45.5343326,2.9898356,45.5344124,2.9900327,45.534606,2.9900381,45.5346971,2.9894292,45.5345806",way/968276110,,,,,takeoff,,free_flying,,,,grass,,,,yes,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"3.0005148,45.5311131,3.0008984,45.5303841,3.0011961,45.5304273,3.0014938,45.53054,3.001923,45.5307542,3.0027571,45.531115,3.0028487,45.5311891,3.0028675,45.5312153,3.0027974,45.531254,3.0019659,45.5312371,3.0015582,45.5311939,3.0011559,45.5311714,3.0007455,45.5311469,3.0005148,45.5311131",way/969280893,Atterrissage de Verneuge,,,yes,landing,,free_flying,,,,meadow,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"7.4426996,43.7655333,7.4426205,43.7654118",way/75091348,,,,,takeoff,,free_flying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"7.4433281,43.7661623,7.4434288,43.7662103",way/75091349,,,,,takeoff,,free_flying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"7.4427645,43.7654814,7.4429038,43.7653791",way/75091358,,,,,takeoff,,free_flying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"3.3506786,43.5968187,3.3506693,43.5967683,3.3506841,43.5967299,3.3507185,43.5966794,3.3508043,43.5966539,3.3509024,43.5966481,3.3510519,43.5966816,3.3511682,43.5967153,3.3511624,43.5967569,3.351134,43.596802,3.3511013,43.5968788,3.3506786,43.5968187",way/152129977,,,,,takeoff,,free_flying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"5.8150931,46.1513673,5.815455,46.1513626,5.8154096,46.1496777,5.8150477,46.1496823,5.8150931,46.1513673",way/157080590,Atterrissage de Confort,,,yes,landing,,free_flying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"4.9714114,44.9192828,4.9720729,44.9228531",way/163507471,01R/19L (Recueille),,,,,,free_flying,grass,,,,,,,,,,,,01R/19L,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,runway,,glider,helicopter,400,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"3.8865731,43.8757757,3.8866322,43.8755667,3.8868985,43.8756051,3.8868749,43.8758695,3.8865731,43.8757757",way/198921874,,,,,takeoff,,free_flying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.0930017,46.3572197,6.0959706,46.3557744,6.0970398,46.3583906,6.0930017,46.3572197",way/248783851,atterrisage segondaire de vesancy,,,,landing,,free_flying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.6191895,46.0800627,6.6192168,46.0800478,6.6191924,46.0800279,6.6191637,46.0800369,6.6191789,46.080052,6.6191895,46.0800627",way/260072444,,,,yes,takeoff,,free_flying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.3652121,44.4587226,6.3653253,44.4582275,6.3669852,44.4577327,6.3677305,44.4579512,6.3686122,44.4579315,6.3696223,44.4586638,6.3689353,44.4591722,6.3652121,44.4587226",way/414780457,atterrissage,,,,,,free_flying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"5.8850045,45.302787,5.8850015,45.3027151,5.8850931,45.3027249,5.8850825,45.3027828,5.8850045,45.302787",way/417139388,Décollage est sud-est,38D022C,yes,yes,takeoff,,free_flying,,,https://federation.ffvl.fr/sites_pratique/voir/1252,,,,,yes,,,FFVL,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,pitch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"4.2757232,44.1216868,4.2759551,44.1217087,4.2758898,44.1214594,4.2756743,44.1214453,4.2757232,44.1216868",way/442083373,Antenne Bouygues,,,,,,free_flying,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"4.2786683,44.1220644,4.2784549,44.1220394,4.2784244,44.1218612,4.2787772,44.1218331,4.2786683,44.1220644",way/442083374,La Verrière,,,,,,free_flying,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.063491,44.2451877,6.0629058,44.2444965,6.062969,44.2443152,6.0629769,44.2441736,6.0628662,44.2439356,6.0628188,44.2437996,6.0626843,44.2435107,6.0629295,44.2434087,6.0632142,44.2433577,6.0634989,44.243369,6.0641,44.2445022,6.0640525,44.2445928,6.0641237,44.2447514,6.0637599,44.2450177,6.063491,44.2451877",way/450880859,Atterrisage parapente,,,yes,landing,,free_flying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"6.0579262,44.2400679,6.0587487,44.2398639,6.05916,44.2397166,6.0598085,44.2394446,6.060797,44.239201,6.060884,44.2390876,6.0603779,44.2389573,6.0602369,44.2388917,6.0600615,44.23881,6.0597689,44.238606,6.0594763,44.2384304,6.058899,44.2381811,6.0581002,44.2381584,6.0581477,44.2383227,6.0579262,44.2400679",way/450880862,Atterrisage Delta,,yes,,landing,,free_flying,,,,,,,1103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"4.193898,44.8956456,4.1938893,44.8957867,4.1941065,44.8958498,4.1943499,44.8958156,4.1942883,44.8957572,4.193898,44.8956456",way/581581290,,,,,landing,,free_flying,grass,,,,,,,,,,,,,"data.gouv.fr:Le ministère des droits des femmes, de la ville, de la jeunesse et des sports - 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"5.8388193,46.1612302,5.8389231,46.160834,5.839226,46.1607556,5.8393989,46.1610449,5.8393092,46.1613014,5.8388193,46.1612302",way/664780113,Décollage du Bouant,01D025A,,yes,takeoff,,free_flying,,,http://lesmilans.com/site/,,,,1037,yes,,,FFVL,Les Milans du Crêt d'Eau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"4.6162527,46.0777991,4.6156413,46.0772377,4.6162842,46.0770787,4.6169046,46.0776525,4.6162527,46.0777991",way/718910347,Atterrissage parapente de Sainte-Marie,69D005A,,,landing,,free_flying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"7.0278475,46.2425459,7.028444,46.2424032,7.0280321,46.24173,7.0273962,46.2419212,7.0278475,46.2425459",way/848179342,Atterissage Les Valentines,,,yes,landing,,free_flying,,,http://www.chablais-vl.ch/atterro-c-bex-les-valentines,,,,,yes,,,,Chablais Vol Libre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"7.7940585,44.2591358,7.7941956,44.2592557",way/891722634,,,,,takeoff,,free_flying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.3880586,6.0419109,,Point,,node/276194246,,,,,takeoff,,free_flying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.968332,6.8767072,,Point,,node/278195262,Décollage de la Flégère,,,,takeoff,,free_flying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.7326366,6.0117321,,Point,,node/390872915,Attéro de Saint-Offenge,,,,landing,,free_flying,,,,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre ; mise à jour : 2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.7313782,5.9872418,,Point,,node/390873048,Attéro delta du Montcel,,,,landing,,free_flying,,,,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre ; mise à jour : 2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.2137294,6.9527611,,Point,,node/469623670,,,,yes,takeoff,,free_flying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.8010407,5.4729272,,Point,,node/472469232,,,yes,,takeoff,,free_flying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.606484,6.379693,,Point,,node/824528667,Décollage de l'Ébaudiaz,,,,takeoff,,free_flying,,,,,,,1645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.5929307,4.1097309,,Point,,node/827560416,"Atterisage Parapente, St. Martin",,,,landing,,free_flying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.6067668,4.0759143,,Point,,node/827579847,"Décollage Parapente, Col de Meyrand",,,,takeoff,,free_flying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Col de Meyrand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.3307245,5.3980595,,Point,,node/861580844,,,,,takeoff,,free_flying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.8539481,6.2471079,,Point,,node/916667276,,,,,,,free_flying,,,,,,,,,,,,,,,yes,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.8431114,6.2302258,,Point,,node/916667758,,,,yes,takeoff,,free_flying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.9619555,6.4772126,,Point,,node/935920823,Atterrissage de Moriez,,,yes,landing,,free_flying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.8784609,7.4582942,,Point,,node/985850420,,,,,landing,,free_flying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.9501847,6.5860955,,Point,,node/1042037306,Altisurface de Saint-Roch Mayères,,,,,,free_flying,,,,,,,,,,,,,,"data.gouv.fr:Le ministère des droits des femmes, de la ville, de la jeunesse et des sports - 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aerodrome,,,,,,,,LF7430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.2537714,6.7369835,,Point,,node/1080169206,,,,,,,free_flying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.2473452,6.7313256,,Point,,node/1080169208,,,,,,,free_flying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.2344316,6.7429015,,Point,,node/1080169210,,,,,,,free_flying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.2322254,6.753714,,Point,,node/1080169211,,,,,,,free_flying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.7959979,5.5810947,,Point,,node/1191329283,,,,,,,free_flying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.1623582,6.1580493,,Point,,node/1224214021,,,,,landing,piste,free_flying,,,,,,,,,,,,,,bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.1418591,6.5460187,,Point,,node/1224214094,,,,yes,takeoff,piste,free_flying,,,,,,,,yes,,,,,,bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.9538048,6.370205,,Point,,node/1269968883,Haut-Les-Mains,,,,,,free_flying,,,http://www.haut-les-mains.fr/,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,paragliding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.941895,5.476272,,Point,,node/1330923539,Décollage de Rustrel,,,,takeoff,pitch,free_flying,,,,,,,971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.1167049,5.6471222,,Point,,node/1675023381,Décollage du Peuil,,,,takeoff,,free_flying,,,,,,private,880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.1221047,5.6616027,,Point,,node/1675024528,Atterissage de Claix,,,,landing,,free_flying,,,,,,,470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.1608807,5.835679,,Point,,node/1685947137,Décollage de Charmy,01D025,,yes,takeoff,,free_flying,,,http://lesmilans.com/site/,,,,977,yes,,,FFVL,Les Milans du Crêt d'Eau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.8676744,3.6366349,,Point,,node/1686911792,,,,,,,free_flying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.8689503,3.6407441,,Point,,node/1686911793,,,,,,,free_flying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.5393067,5.6449202,,Point,,node/1837304863,,,,,takeoff,,free_flying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
